2.402,101324.000,99760.400,287.150,288.430, 1.210,50.693,50.693,50.673,289872.000
2.402,101311.000,99587.600,286.892,288.432, 1.207,54.438,54.438,50.675,289874.000
2.403,151600.000,131337.000,312.081,325.169, 1.465,131.211,161.652,66.049,326795.000
2.404,150967.000,133529.000,314.005,325.215, 1.481,150.021,150.021,62.083,326842.000
2.404,149713.000,143887.000,321.554,325.274, 1.558,85.992,85.992,37.850,326900.000
2.404,149369.000,143978.000,321.898,325.312, 1.558,82.495,82.495,38.611,326938.000
2.401,147869.000,145128.000,323.576,325.276, 1.563,57.700,57.700,47.254,326903.000
2.400,147621.000,144847.000,323.584,325.282, 1.560,57.477,57.477,45.877,326909.000

