3.593,101325.000,97731.500,287.150,290.129, 1.185,77.364,77.364,77.359,291580.000
3.593,101272.000,97232.300,286.418,290.130, 1.177,84.200,84.200,77.718,291580.000
3.593,136302.000,119570.000,305.529,317.282, 1.362,183.888,153.030,106.273,318868.000
3.593,135970.000,121476.000,307.230,317.291, 1.377,142.082,142.082,99.821,318877.000
3.594,129816.000,106171.000,300.885,317.705, 1.247,178.560,178.560,71.127,319294.000
3.595,125562.000,109717.000,306.048,318.063, 1.249,154.947,154.947,72.033,319654.000
3.599,121106.000,113495.000,312.407,318.154, 1.268,106.150,106.150,87.368,319745.000
3.600,120321.000,112500.000,312.248,318.143, 1.257,107.019,107.019,85.418,319734.000

